author,title,genre,description,year,country,cover
Патрик Рамбо,"Деревенский дурачок: роман-вымысел",фантастика,"Герой романа-вымысла, наш современник, переносится на полвека назад. Любимая фантастами тема путешествий во времени благодаря тонкому психологизму звучит в Деревенском дурачке свежо и неизбито. Из 1995 года герой в одночасье переносится в 1953-й: многое еще свежо в памяти, и все-таки сколько различий! Рядовой француз конца тысячелетия зажил двойной жизнью. Фантастика? Психологический эксперимент? Автор находит неожиданное решение, которое поможет его герою взглянуть на себя и на окружающий мир по-новому.","2007",Франция,"https://img3.labirint.ru/rc/36ab8632d811deb439744b9fddbb3e90/363x561q80/books85/844781/cover.png?1651850704"
Патрик Рамбо,"Деревенский дурачок: роман-вымысел",психология,"Герой романа-вымысла, наш современник, переносится на полвека назад. Любимая фантастами тема путешествий во времени благодаря тонкому психологизму звучит в Деревенском дурачке свежо и неизбито. Из 1995 года герой в одночасье переносится в 1953-й: многое еще свежо в памяти, и все-таки сколько различий! Рядовой француз конца тысячелетия зажил двойной жизнью. Фантастика? Психологический эксперимент? Автор находит неожиданное решение, которое поможет его герою взглянуть на себя и на окружающий мир по-новому.","2007",Франция,"https://img3.labirint.ru/rc/36ab8632d811deb439744b9fddbb3e90/363x561q80/books85/844781/cover.png?1651850704"
Томас Гунциг,"Куру",фантастика,"Герои этого романа - невероятные, пародийные, почти карикатурные, каждый со своим недугом. Пьер появился на свет вследствие реализации идеи хромосомной диссеминации. Это был колоссальный успех, научно-техническое достижение общины, ведь Пьер - всеобщий сын, сын-клон, диковинка и предмет гордости общины. У Фреда с семнадцати лет в голове водились мухи. Они кружили, жужжали, садились где попало, и порой их было так много, что ему казалось, будто в височных долях головного мозга работают мощные соковыжималки. Но мухи для Фреда были фишкой, о которой не стоит распространяться, а жить с ней вполне можно. Жизнь Катрин до поры до времени была подобна движущейся дорожке, мягкой и пушистой, на безукоризненно смазанных подшипниках. И чувствовала она себя гиперсексуально, в гармонии с планетами, космическим излучением, теллурическими вибрациями и всем прочим. И вот эти молодые люди и еще другие, каждый со своими заморочками, устремились в Берлин, где происходит демонстрация антиглобалистов по поводу саммита Большой восьмерки...","2005",Бельгия,"https://s1.livelib.ru/boocover/1000311921/o/9af5/Tomas_Guntsig__Kuru.jpeg"
Анн-Софи Брасм,"Я дышу!",психология,"Героиня романа Я дышу! Шарлей Боэр одинока и не уверена в себе. Возможно, поэтому долгожданная дружба превращается для нее в рабское повиновение. В отчаянном стремлении к свободе она идет до конца... Роман о сверстниках. О жажде власти, циничной и жестокой. О жажде свободы, порой столь же жестокой и беспощадной. О страстной дружбе, перерастающей в рабское повиновение, и о бунте, который кончается убийством. А главное, о беспощадной борьбе двух индивидуальностей, двух психологий, которая длится несколько лет и заканчивается трагически.","2001",Франция,"https://s1.livelib.ru/boocover/1000020525/200/2275/boocover.jpg"
Роберто Савьяно,"Пираньи Неаполя",триллер,"Николасу не больше шестнадцати, как и остальным его друзьям, с которыми он сколотил банду. Обычная шпана на узких и извилистых улочках Неаполя. Каждый из них мечтает о красивой жизни настоящего гангстера. Об уважении, возможности дорого одеваться и вкусно есть. Ради этого они готовы на всё. По крайней мере, им самим так кажется. Но ступив на этот путь, они начинают все глубже и глубже увязать в жестокости, которой нет оправдания, крови, которой нет конца, и поступках, которым нет прощения. Мечта о красивой жизни оборачивается жесткой и бескомпромиссной бойней, когда нервы на пределе. И кажется, еще немного, еще несколько движений хищной зубастой челюстью и вот он - долгожданный сытый покой. Но силы, тянущие этих молодых пираний Неаполя вверх, - это не ступени к мечте, а рыболовная сеть, которая рано или поздно вытащит их из воды. К смерти.","2016",Италия,"https://cdn1.ozone.ru/s3/multimedia-k/c600/6664092968.jpg"
Хадльгримюр Хельгасон,"101 Рейквьявик",комедия,"101 - это почтовый индекс центрального Рейкьявика, холодной столицы Исландии. В этом городе эмоциональный разлад неизбежен, как ненастная погода, а в череде пустых ночей скучают даже призраки. Тридцатитрехлетний Хлин живет в материнской квартире, получает пособие по безработице, качает из интернета порнуху, бродит с приятелями по кабакам и ночным клубам, каждый вечер ждет электронного письма от венгерской принцессы и безуспешно борется с влечением к сексапильной подружке собственной матери, вдруг решившей сменить сексуальную ориентацию…","1996",Исландия,"https://img3.labirint.ru/rc/ba964dec762efd7e0145aae37a4ef32d/363x561q80/books17/165433/cover.jpg?1280394613"
Хадльгримюр Хельгасон,"101 Рейквьявик",любовный роман,"101 - это почтовый индекс центрального Рейкьявика, холодной столицы Исландии. В этом городе эмоциональный разлад неизбежен, как ненастная погода, а в череде пустых ночей скучают даже призраки. Тридцатитрехлетний Хлин живет в материнской квартире, получает пособие по безработице, качает из интернета порнуху, бродит с приятелями по кабакам и ночным клубам, каждый вечер ждет электронного письма от венгерской принцессы и безуспешно борется с влечением к сексапильной подружке собственной матери, вдруг решившей сменить сексуальную ориентацию…","1996",Исландия,"https://img3.labirint.ru/rc/ba964dec762efd7e0145aae37a4ef32d/363x561q80/books17/165433/cover.jpg?1280394613"
Мария Грипе,"Тень на каменной скамейке",психология,"Первая книга тетралогии Марии Грипе о тенях. 1911 год. Каролина поступает горничной в самую обычную семью, и привычный ход жизни тотчас меняется. Вскоре веселая и умная Каролина становится любимицей всей семьи. Вместе с тем становится очевидно, что она хранит какую-то тайну. Кажется, Каролина не совсем та, за кого они ее принимают. Где она пропадает по ночам? И почему так интересуется старым фамильным фотоальбомом?","1985",Швеция,"https://img3.labirint.ru/rc/c68b8b3a656e8ccc7f4a042fffd1c09d/363x561q80/books59/584125/cover.jpg?1492507537"
Ульф Старк,"Чудаки и зануды",комедия,"Героине повести Старка Чудаки и зануды, двенадцатилетней Симоне, очень непросто жить среди чудаков и придурков, населивших её дом: с вечно забывающей все (в том числе день рождения дочери и пса Килроя при переезде) и бросившей попытки стать нормальной мамой, ее нелепым мужем. К тому же, в новой школе Симону из-за ее непривычного имени принимают за мальчика - и она вынуждена делать все, чтобы не оказаться в нелепом положении, начиная мальчишескую карьеру...","2002",Швеция,"https://img4.labirint.ru/rc/5e639c4b4812631026c3632bc385d895/363x561q80/books53/521100/cover.jpg?1563884802"
Юстейн Гордер,"Мир Софии",философия,"Книга норвежского писателя Юстейна Гордера адресована прежде всего детям, но будет интересна и взрослым. С одной стороны, - это рассказ о жизни и приключениях четырнадцатилетней школьницы, с другой, - роман об истории философии для тех, кто интересуется ею и хочет ответить на важные для себя вопросы о смысле происходящего вокруг. История мировой мысли предстает здесь как череда неожиданных открытий, которые совершает главная героиня - девочка по имени София, - получая письма от незнакомого, загадочного философа.","1991",Норвегия,"https://img4.labirint.ru/rc/1c28f0e88721137129bdda99951e9fed/363x561q80/books58/574322/cover.jpg?1563979191"
Эльфрида Елинек,"Пианистка",любовный роман,"Мы привыкли воспринимать любовь и музыку как спасение, возможность сбежать от жестокого и холодного мира в царство грез, в теплые объятия. История пианистки Эрики Кохут показывает, какой обманчивой иллюзией может оказаться эта попытка побега. Музыка опустошает, забирает все силы, не давая ничего взамен и уничтожая надежды об успешной карьере. Надежды суровой матери, от которой она получила не поддержку и одобрение, а лишь удушающую, нездоровую заботу. Страсть к молодому мужчине тяготит, разрушает и, лишенная душевной близости, приобретает извращенные формы. Пианистка - откровенный рассказ о женском одиночестве, о попытке вырваться из пут обыденности и нелюбви.","1983",Австрия,"https://img2.labirint.ru/rcimg/2ff8607a944eb02d50edc061540a15b5/960x540/books86/857342/ph_001.jpg?1694087575"
Кристоф Рансмайр,"Ужасы льдов и мрака",история,"1874 год. Австрийское судно «Адмирал Тегетхоф» отправляется в экспедицию для исследования островов Северного Ледовитого океана и достигает неизвестного ранее архипелага, получившего название Земля Франца-Иосифа. Однако экспедиция продолжается дольше, чем планировалось, и команда вынуждена зимовать на затертом льдами корабле... 1982 год. Йозеф Мадзини, итальянец австрийского происхождения, решает повторить путь этой экспедиции, отправляется по её следам с архипелага Шпицберген и бесследно исчезает, оставив после себя лишь несколько тетрадей с путевыми заметками...","1984",Австрия,"https://img4.labirint.ru/rc/a94d367d171911287b34afa5a022b7b2/363x561q80/books11/108430/cover.jpg?1280394613"
Кристоф Рансмайр,"Ужасы льдов и мрака",приключения,"1874 год. Австрийское судно «Адмирал Тегетхоф» отправляется в экспедицию для исследования островов Северного Ледовитого океана и достигает неизвестного ранее архипелага, получившего название Земля Франца-Иосифа. Однако экспедиция продолжается дольше, чем планировалось, и команда вынуждена зимовать на затертом льдами корабле... 1982 год. Йозеф Мадзини, итальянец австрийского происхождения, решает повторить путь этой экспедиции, отправляется по её следам с архипелага Шпицберген и бесследно исчезает, оставив после себя лишь несколько тетрадей с путевыми заметками...","1984",Австрия,"https://img4.labirint.ru/rc/a94d367d171911287b34afa5a022b7b2/363x561q80/books11/108430/cover.jpg?1280394613"
Кристоф Рансмайр,"Последний мир",магический реализм,"Книга рассказывает о судьбе римского поэта Овидия, сосланного императором Августом на край света, в причерноморский городок Томы, ииперед отъездом в ссылку, по преданию, сжегшего свою знаменитую поэму Метаморфозы. В романе причудливо переплетаются реальность Древнего мира, миф и современность, герои Овидиевых Метаморфоз воплощаются в обитателях захолустного городишка... Гибнут цивилизации, меняется лик мира, но творческий гений жизни необорим и вечен - таков пафос этого романа, написанного прекрасным ярким языком.","1988",Австрия,"https://img3.labirint.ru/rc/b6ee87dd3fd4dd6144d1836ca199cd4a/363x561q80/books9/85339/cover.jpg?1280394613"
Кристоф Рансмайр,"Последний мир",философия,"Книга рассказывает о судьбе римского поэта Овидия, сосланного императором Августом на край света, в причерноморский городок Томы, ииперед отъездом в ссылку, по преданию, сжегшего свою знаменитую поэму Метаморфозы. В романе причудливо переплетаются реальность Древнего мира, миф и современность, герои Овидиевых Метаморфоз воплощаются в обитателях захолустного городишка... Гибнут цивилизации, меняется лик мира, но творческий гений жизни необорим и вечен - таков пафос этого романа, написанного прекрасным ярким языком.","1988",Австрия,"https://img3.labirint.ru/rc/b6ee87dd3fd4dd6144d1836ca199cd4a/363x561q80/books9/85339/cover.jpg?1280394613"
Кристоф Рансмайр,"Болезнь Китахары",магический реализм,"Действие романа происходит после войны, в которой легко угадывается Вторая мировая, но ни описываемых мест, ни прочих реалий никогда не существовало в действительности. Трое главных героев, связанных друг с другом своим одиночеством, - Бразильянка, Собачий король и его телохранитель Беринг - надеятся сбежать от окутывающей их жизни гнетущей атмосферы в Бразилию, по другую сторону Берингова пролива, на Собачий остров. Роман наполнен символами (те же топонимы, например), переходящими из главы в главу, меняющимися в зависимости от соседей, отчего разгаданный на предыдущей странице символ вдруг протеически оборачивается другой стороной.","1996",Австрия,"https://royallib.com/data/images/73/cover_73106.jpg"
Винфрид Зебальд,"Аустерлиц",история,"Жак Аустерлиц, посвятивший свою жизнь изучению устройства крепостей, дворцов и замков, вдруг осознает, что ничего не знает о своей личной истории, кроме того, что в 1941 году его, пятилетнего мальчика, вывезли в Англию... И вот, спустя десятилетия, он мечется по Европе, сидит в архивах и библиотеках, по крупицам возводя внутри себя собственный музей потерянных вещей, личную историю катастроф...","2001",Германия,"https://img4.labirint.ru/rc/4216cad5c439c518f6f23c8333171308/363x561q80/books53/524480/cover.jpg?1563892197"
Мордехай Рихлер,"Версия Барни",комедия,"Барни Панофски жил в Париже, был трижды женат, имеет троих детей, но теперь он уже старик и теперь ему остаётся лишь вспоминать то, чего он ещё не забыл — ведь время и мысли уходят от него как проточная вода. Он всё ещё любит жизнь, любит хоккей и часто проводит время со старыми приятелями в монреальском баре «Динкс».Версия Барни изобилует остротами, шутками, каламбурами, злыми и меткими карикатурами, читается как современная комедия, демонстрируя обширную галерею современных каприччос - ловчил, проходимцев, жуиров, пьяниц, продажных политиков, оборотистых коммерсантов, графоманов, подкупленных следователей и адвокатов, чудаков, безумцев, экстремистов.","1997",Канада,"https://img4.labirint.ru/rc/5c4ba2dede9e1cd9585cbca202c5ca32/363x561q80/books17/161106/cover.jpg?1563550093"
Герта Мюллер,"Сердце-зверь",роман воспитания,"В романе рассказывается о группе молодых людей (Эдгар, Георг, Курт и девушка-рассказчик), чья дружба была уничтожена разрушительным влиянием тоталитарного общества времён Чаушеску (Румыния, 1980-е годы). Роман носит автобиографический характер и рассказывает о том, как режим губит людей, буквально круша их судьбы, разрушая жизни, ломая волю, психику, накрывая страхом, превращая в итоге всех в пособников режима, «кровохлебов», готовых с удовольствием «лакать теплую кровь» на бойне, которой стала страна и заставлять всех, кто не хочет к этому присоединиться, чувствовать себя ошибкой.","1994",Германия,"https://img.labirint.ru/rcimg/7a7744c2dde1ed2a2e31ef849607c63d/1920x1080/comments_pic/1239/02labors91349022820.jpg?1349022825"
Герта Мюллер,"Сердце-зверь",фантастика,"В романе рассказывается о группе молодых людей (Эдгар, Георг, Курт и девушка-рассказчик), чья дружба была уничтожена разрушительным влиянием тоталитарного общества времён Чаушеску (Румыния, 1980-е годы). Роман носит автобиографический характер и рассказывает о том, как режим губит людей, буквально круша их судьбы, разрушая жизни, ломая волю, психику, накрывая страхом, превращая в итоге всех в пособников режима, «кровохлебов», готовых с удовольствием «лакать теплую кровь» на бойне, которой стала страна и заставлять всех, кто не хочет к этому присоединиться, чувствовать себя ошибкой.","1994",Германия,"https://img.labirint.ru/rcimg/7a7744c2dde1ed2a2e31ef849607c63d/1920x1080/comments_pic/1239/02labors91349022820.jpg?1349022825"
Герта Мюллер,"Качели дыхания",история,"Роман об ужасах, происходивших в сталинском трудовом лагере незадолго до окончания Второй мировой войны. История 17-летнего румынского немца, которому приходится отвечать за преступления нацистского режима. Это роман-воспоминание, потрясающий своей глубиной и проникновенностью.","2009",Германия,"https://img3.labirint.ru/rc/c0c9738e2e0c268f1f0a520fc1ba9839/363x561q80/books38/370223/cover.jpg?1355927349"
Даниэль Глаттауэр,"Лучшее средство от северного ветра",любовный роман,"Интернет-переписка Эмми и Лео - виртуозно и остроумно написанная история случайной встречи двух одиночеств в Сети. В их мейлах нет пауз. Их мысли неудержимым потоком несутся на монитор и превращаются в текст книги. Их диалог спонтанен, полон энергии, жизни и переживаний. Но выдержат ли чувства героев встречу в реальной жизни? Ведь северный ветер дует им прямо в лицо... Лучшее средство от северного ветра Даниэля Глаттауэра - блестящий жизнеутверждающий роман в письмах.","2006",Австрия,"https://cdn.eksmo.ru/v2/ITD000000000305538/COVER/cover1__w820.jpg"
Даниэль Глаттауэр,"Все семь волн",любовный роман,"Какая разница между совместной жизнью и любовной связью? Для любовной связи двум случайно встретившимся в Интернете одиночествам не обязательно тратить два с половиной года жизни и расходовать тридцать семь кубометров букв. В Интернете эта женщина представляет собой желанный образ, иллюзию совершенства и идеал любви. А мужчина пишет милые письма и редко бывает одновременно скучным и лишенным юмора. Но счастье не складывается из одних только мейлов. Что произойдет, когда они встретятся лицом к лицу? Найдет ли мужчина женщину своей мечты? Сумеют ли герои покорить путеводную седьмую волну? Роман Все семь волн Даниэля Глаттауэра является продолжением его книги Лучшее средство от северного ветра. Это блестящий жизнеутверждающий современный роман в письмах сразу стал бестселлером и принес автору мировую известность.","2011",Австрия,"https://cdn.eksmo.ru/v2/ITD000000000311437/COVER/cover1__w820.jpg"
Вальтер Моэрс,"Город мечтающих книг",фэнтези,"Книги могут сделать с вами что угодно - даже самое страшное! Юный писатель Хильдегунст Мифорез наследует безупречную рукопись, тайну которой он мечтает разгадать. След ведет его в Книгород, Город Мечтающих Книг... Вальтер Моэрс вводит нас в волшебный мир литературы, где книги не только развлекают или удивляют, но могут свести с ума или погубить.","2004",Германия,"https://img3.labirint.ru/rc/66a604ae2963ff967de978d484f4ec06/363x561q80/books53/526023/cover.jpg?1563895760"
Вальтер Моэрс,"Город мечтающих книг",приключения,"Книги могут сделать с вами что угодно - даже самое страшное! Юный писатель Хильдегунст Мифорез наследует безупречную рукопись, тайну которой он мечтает разгадать. След ведет его в Книгород, Город Мечтающих Книг... Вальтер Моэрс вводит нас в волшебный мир литературы, где книги не только развлекают или удивляют, но могут свести с ума или погубить.","2004",Германия,"https://img3.labirint.ru/rc/66a604ae2963ff967de978d484f4ec06/363x561q80/books53/526023/cover.jpg?1563895760"
Даниэль Клеман,"Измеряя мир",история,"Германия рубежа XVIII и XIX столетий. Подходит к концу эпоха Просвещения. Двое талантливых мальчишек - барон-аристократ и вундеркинд из бедной крестьянской семьи Александр фон Гумбольдт и Карл Гаусс еще не подозревают о том, что станут великими учеными. Первый - исследователем Земли, объехав почти весь мир, второй - блестящим математиком, лишь изредка покидая родной городок Брауншвейг. После мимолетной встречи в детстве их судьбы расходятся на целую жизнь, неожиданно соединившись в ее конце…","2005",Австрия,"https://img3.labirint.ru/rc/f5a090b01b945e62c32dafb2b3aa34e2/363x561q80/books53/520599/cover.jpg?1563881995"
Даниэль Клеман,"Измеряя мир",приключения,"Германия рубежа XVIII и XIX столетий. Подходит к концу эпоха Просвещения. Двое талантливых мальчишек - барон-аристократ и вундеркинд из бедной крестьянской семьи Александр фон Гумбольдт и Карл Гаусс еще не подозревают о том, что станут великими учеными. Первый - исследователем Земли, объехав почти весь мир, второй - блестящим математиком, лишь изредка покидая родной городок Брауншвейг. После мимолетной встречи в детстве их судьбы расходятся на целую жизнь, неожиданно соединившись в ее конце…","2005",Австрия,"https://img3.labirint.ru/rc/f5a090b01b945e62c32dafb2b3aa34e2/363x561q80/books53/520599/cover.jpg?1563881995"
Даниэль Клеман,"Время Малера",фантастика,"Главный герой Времени Малера - Давид Малер - с детства умел умножать большие числа и стремился к познаниям физических законов. Став физиком по образованию, он открыл истинную сущность времени. Теперь его восприятие искривлено, за ним охотятся, чтобы тайна времени осталась тайной, но он должен донести до мира своё открытие...","1999",Австрия,"https://avatars.mds.yandex.net/get-mpic/1926869/img_id2556647860355936342.jpeg/orig"
Кристиан Крахт,"Faserland",роман воспитания,"Роман повествует о типичном представителе «золотой молодежи» в системе, добившейся внешнего благополучия и того состояния, когда погоня за материальными благами отодвигает на задний план ценности духовного порядка. Главный герой романа путешествует по Германии или, как он сам говорит, «прощается с этой безобразной страной, населенной уродливыми и глупыми людьми». Главы романа — это череда вагонов первого класса и бесконечных вечеринок с кокаином, сексом и алкоголем. В романе Faserland автор обнажает трагическую суть современного человека-потребителя, осознающего свою внутреннюю пустоту и зависимость от общества потребления. Основной задачей автора является отнюдь не критика, а скрупулезное описание современного общества потребления, идеалы которого связаны, в первую очередь, с идеалами безудержного наслаждения материальными благами.","1995",Германия,"https://admarginem.ru/wp-content/uploads/2001/10/Faserland.png"
Кристиан Крахт,"Faserland",биография,"Роман повествует о типичном представителе «золотой молодежи» в системе, добившейся внешнего благополучия и того состояния, когда погоня за материальными благами отодвигает на задний план ценности духовного порядка. Главный герой романа путешествует по Германии или, как он сам говорит, «прощается с этой безобразной страной, населенной уродливыми и глупыми людьми». Главы романа — это череда вагонов первого класса и бесконечных вечеринок с кокаином, сексом и алкоголем. В романе Faserland автор обнажает трагическую суть современного человека-потребителя, осознающего свою внутреннюю пустоту и зависимость от общества потребления. Основной задачей автора является отнюдь не критика, а скрупулезное описание современного общества потребления, идеалы которого связаны, в первую очередь, с идеалами безудержного наслаждения материальными благами.","1995",Германия,"https://admarginem.ru/wp-content/uploads/2001/10/Faserland.png"
Кристиан Крахт,"1979",история,"1979 год. Двое молодых денди, один - дизайнер интерьеров, второй - архитектор, путешествуют по Востоку. В Тегеране они оказываются в момент свержения прозападно настроенного шаха: к власти приходят исламские фундаменталисты. После посещения декадентской вечеринки приятель рассказчика умирает от передозировки наркотиков. Некто Маврокордато, странный румын, с которым герой познакомился на вечеринке, предлагает ему отправиться в Тибет, чтобы обойти пешком вокруг священной горы Кайлаш и восстановить нарушенное равновесие. ","2001",Германия,"https://img4.labirint.ru/rc/6f9261ee53a151b19dfa5aeca6913ed9/363x561q80/books24/236900/cover.jpg?1563597339"
Кристиан Крахт,"Империя",приключения,"В Империи Крахт рассказывает нам достоверную историю Августа Энгельхардта, который, получив образование помощника аптекаря и испытав на себе влияние движения за целостное обновление жизни, в начале XX века вдруг сорвался с места и отправился в тихоокеанские германские колонии. Там, в так называемых протекторатных землях Германской Новой Гвинеи, он основывает Солнечный орден: квази-религиозное сообщество, которое ставит целью осуществить идеалы нудизма и вегетарианства на новой основе. Энгельхардт приобретает кокосовую плантацию на острове Кабакон и целиком посвящает себя теоретической разработке и практическому осуществлению учения о кокофагии - практике, способной привести человека в богоподобное состояние с помощью поедания кокосов.","2012",Германия,"https://admarginem.ru/wp-content/uploads/2018/12/Kracht_cover_complex_1030x928.png"
Кристиан Крахт,"Империя",история,"В Империи Крахт рассказывает нам достоверную историю Августа Энгельхардта, который, получив образование помощника аптекаря и испытав на себе влияние движения за целостное обновление жизни, в начале XX века вдруг сорвался с места и отправился в тихоокеанские германские колонии. Там, в так называемых протекторатных землях Германской Новой Гвинеи, он основывает Солнечный орден: квази-религиозное сообщество, которое ставит целью осуществить идеалы нудизма и вегетарианства на новой основе. Энгельхардт приобретает кокосовую плантацию на острове Кабакон и целиком посвящает себя теоретической разработке и практическому осуществлению учения о кокофагии - практике, способной привести человека в богоподобное состояние с помощью поедания кокосов.","2012",Германия,"https://admarginem.ru/wp-content/uploads/2018/12/Kracht_cover_complex_1030x928.png"
Кристиан Крахт,"Я буду здесь, на солнце и в тени",история,"Минные поля. Запустение. Холод. Трупы подо льдом. Это - Швейцарская Советская Республика. Больше века прошло с тех пор, как Ленин не сел в опломбированный вагон, но остался в Швейцарии делать революцию. И уже век длится война коммунистов с фашистами. На земле уже нет человека, родившегося в мирное время. Письменность утрачена, но коммунистические идеалы остались. Еще немного усилий - и немцы с англичанами будут сломлены. И тогда можно будет создать новый порядок, новый прекрасный мир.","2008",Германия,"https://libroroom.ru/upload/iblock/157/1572a7c3f473da242de305c17beddda4.jpg"
Томас Бруссиг,"Солнечная аллея",история,"Герои повести, четверо непутевых друзей и обворожительная девушка, в которую они все влюблены, томятся за Берлинской стеной, изредка заглядывая за нее в большой свободный мир. Они тайком слушают запретные песни своих кумиров Rolling Stones, мечтают о настоящих джинсах и осваивают азы модной философии экзистенциализма.","1999",Германия,"https://s1.livelib.ru/boocover/1000088699/o/d7a9/Tomas_Brussig__Solnechnaya_alleya.jpeg"
Томас Бруссиг,"Солнечная аллея",комедия,"Герои повести, четверо непутевых друзей и обворожительная девушка, в которую они все влюблены, томятся за Берлинской стеной, изредка заглядывая за нее в большой свободный мир. Они тайком слушают запретные песни своих кумиров Rolling Stones, мечтают о настоящих джинсах и осваивают азы модной философии экзистенциализма.","1999",Германия,"https://s1.livelib.ru/boocover/1000088699/o/d7a9/Tomas_Brussig__Solnechnaya_alleya.jpeg"
Пьер Мишон,"Император Запада",история,"Действие происходит в 423 году нашего летоисчисления, молодой римский военачальник Аэций, находящийся по долгу службы на острове Липари, близ действующего вулкана Стромболи, встречает старика, про которого знает, что он незадолго до того, как готы захватили и разграбили Рим, был связан с предводителем этих племен Аларихом и даже некоторое время, по настоянию последнего, занимал императорский трон, законный император Западной Римской империи Гонорий прятался в это время в Равенне, а сестра его Галла Плацидия, лакомый кусочек для всех завоевателей, была фактической правительницей. Звали этого старика и бывшего императора Приск Аттал. Формально книга про него, но на самом деле главным героем является Аларих, легендарный воитель, в котором Аттал, как впоследствии и юный Аэций, мечтают найти отца, то есть сильную личность, на которую можно равняться.","1989",Франция,"https://royallib.com/data/images/225/cover_225721.jpg"
